Trade #,Type,Signal,Date/Time,Price INR,Contracts,Profit INR,Profit %,Cum. Profit INR,Cum. Profit %,Run-up INR,Run-up %,Drawdown INR,Drawdown %
980,Entry Long,Long,21-12-2023 21:15,292.4,1,7500,2.05,868750,0.4,10125,2.77,1375,0.38
979,Exit Short,Long,21-12-2023 21:15,292.4,1,-3500,-0.97,861250,-0.19,250,0.07,3625,1
979,Entry Short,Short,21-12-2023 20:30,289.6,1,-3500,-0.97,861250,-0.19,250,0.07,3625,1
978,Exit Long,Close entry(s) order Long,21-12-2023 20:30,289.6,1,-2500,-0.69,864750,-0.13,1250,0.34,3625,0.99
978,Entry Long,Long,21-12-2023 19:00,291.6,1,-2500,-0.69,864750,-0.13,1250,0.34,3625,0.99
977,Exit Short,Close entry(s) order Short,21-12-2023 12:18,286.2,1,5750,1.58,867250,0.31,7875,2.17,500,0.14
977,Entry Short,Short,20-12-2023 21:45,290.8,1,5750,1.58,867250,0.31,7875,2.17,500,0.14
976,Exit Long,Close entry(s) order Long,20-12-2023 21:45,290.8,1,-5125,-1.39,861500,-0.27,0,0,5375,1.46
976,Entry Long,Long,20-12-2023 20:18,294.9,1,-5125,-1.39,861500,-0.27,0,0,5375,1.46
975,Exit Short,Long,20-12-2023 20:18,294.9,1,-3875,-1.06,866625,-0.21,3250,0.89,4125,1.13
975,Entry Short,Short,20-12-2023 18:09,291.8,1,-3875,-1.06,866625,-0.21,3250,0.89,4125,1.13
974,Exit Long,Close entry(s) order Long,20-12-2023 12:18,296.6,1,-250,-0.07,870500,-0.01,1000,0.27,2000,0.54
974,Entry Long,Long,20-12-2023 09:03,296.8,1,-250,-0.07,870500,-0.01,1000,0.27,2000,0.54
973,Exit Short,Close entry(s) order Short,19-12-2023 19:03,288.4,1,1875,0.52,870750,0.1,4875,1.35,125,0.03
973,Entry Short,Short,19-12-2023 13:03,289.9,1,1875,0.52,870750,0.1,4875,1.35,125,0.03
972,Exit Long,Close entry(s) order Long,14-12-2023 18:24,280.5,1,1250,0.36,868875,0.07,2125,0.61,625,0.18
972,Entry Long,Long,14-12-2023 17:54,279.5,1,1250,0.36,868875,0.07,2125,0.61,625,0.18
971,Exit Short,Long,14-12-2023 17:54,279.5,1,-375,-0.11,867625,-0.02,0,0,750,0.21
971,Entry Short,Short,14-12-2023 17:39,279.2,1,-375,-0.11,867625,-0.02,0,0,750,0.21
970,Exit Long,Close entry(s) order Long,14-12-2023 17:39,279.2,1,-2625,-0.75,868000,-0.14,500,0.14,2875,0.82
970,Entry Long,Long,14-12-2023 16:21,281.3,1,-2625,-0.75,868000,-0.14,500,0.14,2875,0.82
969,Exit Short,Long,14-12-2023 16:21,281.3,1,-2125,-0.61,870625,-0.11,500,0.14,2125,0.61
969,Entry Short,Short,14-12-2023 13:48,279.6,1,-2125,-0.61,870625,-0.11,500,0.14,2125,0.61
968,Exit Long,Close entry(s) order Long,14-12-2023 13:48,279.6,1,-375,-0.11,872750,-0.02,0,0,375,0.11
968,Entry Long,Long,14-12-2023 13:45,279.9,1,-375,-0.11,872750,-0.02,0,0,375,0.11
967,Exit Short,Long,14-12-2023 13:45,279.9,1,0,0,873125,0,125,0.04,125,0.04
967,Entry Short,Short,14-12-2023 13:42,279.9,1,0,0,873125,0,125,0.04,125,0.04
966,Exit Long,Close entry(s) order Long,14-12-2023 13:18,280.2,1,-2250,-0.64,873125,-0.12,375,0.11,2500,0.71
966,Entry Long,Long,14-12-2023 11:21,282,1,-2250,-0.64,873125,-0.12,375,0.11,2500,0.71
965,Exit Long,Close entry(s) order Long,13-12-2023 23:39,278.9,1,-4625,-1.31,875375,-0.25,375,0.11,4750,1.34
965,Entry Long,Long,13-12-2023 22:21,282.6,1,-4625,-1.31,875375,-0.25,375,0.11,4750,1.34
964,Exit Short,Close entry(s) order Short,11-12-2023 16:03,284.6,1,5625,1.56,880000,0.3,7250,2.01,250,0.07
964,Entry Short,Short,11-12-2023 09:03,289.1,1,5625,1.56,880000,0.3,7250,2.01,250,0.07
963,Exit Short,Close entry(s) order Short,08-12-2023 22:45,297.7,1,1000,0.27,874375,0.05,2875,0.77,1875,0.5
963,Entry Short,Short,08-12-2023 20:09,298.5,1,1000,0.27,874375,0.05,2875,0.77,1875,0.5
962,Exit Long,Close entry(s) order Long,08-12-2023 20:09,298.5,1,-1000,-0.27,873375,-0.05,1500,0.4,1500,0.4
962,Entry Long,Long,08-12-2023 19:33,299.3,1,-1000,-0.27,873375,-0.05,1500,0.4,1500,0.4
961,Exit Short,Long,08-12-2023 19:33,299.3,1,-125,-0.03,874375,-0.01,750,0.2,2750,0.74
961,Entry Short,Short,08-12-2023 18:18,299.2,1,-125,-0.03,874375,-0.01,750,0.2,2750,0.74
960,Exit Long,Close entry(s) order Long,08-12-2023 18:18,299.2,1,-3250,-0.86,874500,-0.17,125,0.03,3250,0.86
960,Entry Long,Long,08-12-2023 17:03,301.8,1,-3250,-0.86,874500,-0.17,125,0.03,3250,0.86
959,Exit Short,Close entry(s) order Short,07-12-2023 17:51,293.8,1,19000,4.92,877750,1.02,20375,5.28,0,0
959,Entry Short,Short,06-12-2023 21:06,309,1,19000,4.92,877750,1.02,20375,5.28,0,0
958,Exit Long,Close entry(s) order Long,06-12-2023 20:45,310.7,1,-1625,-0.42,858750,-0.09,2750,0.71,2250,0.58
958,Entry Long,Long,06-12-2023 17:36,312,1,-1625,-0.42,858750,-0.09,2750,0.71,2250,0.58
957,Exit Short,Close entry(s) order Short,06-12-2023 13:00,309.3,1,0,0,860375,0,1000,0.26,1625,0.42
957,Entry Short,Short,06-12-2023 09:03,309.3,1,0,0,860375,0,1000,0.26,1625,0.42
956,Exit Long,Close entry(s) order Long,05-12-2023 22:24,313.3,1,-625,-0.16,860375,-0.03,4000,1.02,1625,0.41
956,Entry Long,Long,05-12-2023 19:03,313.8,1,-625,-0.16,860375,-0.03,4000,1.02,1625,0.41
955,Exit Short,Close entry(s) order Short,04-12-2023 15:33,310.7,1,750,0.19,861000,0.04,2000,0.51,0,0
955,Entry Short,Short,04-12-2023 09:03,311.3,1,750,0.19,861000,0.04,2000,0.51,0,0
954,Exit Long,Close entry(s) order Long,04-12-2023 09:03,311.3,1,-10750,-2.69,860250,-0.57,1875,0.47,11250,2.81
954,Entry Long,Long,01-12-2023 20:54,319.9,1,-10750,-2.69,860250,-0.57,1875,0.47,11250,2.81
953,Exit Short,Close entry(s) order Short,01-12-2023 09:00,318.5,1,1750,0.44,871000,0.09,5625,1.41,250,0.06
953,Entry Short,Short,30-11-2023 20:42,319.9,1,1750,0.44,871000,0.09,5625,1.41,250,0.06
952,Exit Long,Close entry(s) order Long,30-11-2023 20:42,319.9,1,-1875,-0.47,869250,-0.1,125,0.03,1875,0.47
952,Entry Long,Long,30-11-2023 20:24,321.4,1,-1875,-0.47,869250,-0.1,125,0.03,1875,0.47
951,Exit Short,Close entry(s) order Short,28-11-2023 22:03,328.2,1,4000,0.97,871125,0.21,8125,1.96,500,0.12
951,Entry Short,Short,28-11-2023 17:36,331.4,1,4000,0.97,871125,0.21,8125,1.96,500,0.12
950,Exit Long,Close entry(s) order Long,28-11-2023 17:36,331.4,1,-2125,-0.51,867125,-0.11,1125,0.27,2250,0.54
950,Entry Long,Long,28-11-2023 16:09,333.1,1,-2125,-0.51,867125,-0.11,1125,0.27,2250,0.54
949,Exit Short,Close entry(s) order Short,24-11-2023 21:36,330.9,1,5000,1.19,869250,0.27,7250,1.73,1625,0.39
949,Entry Short,Short,24-11-2023 15:48,334.9,1,5000,1.19,869250,0.27,7250,1.73,1625,0.39
948,Exit Long,Close entry(s) order Long,23-11-2023 19:54,337.2,1,1250,0.3,864250,0.07,3250,0.77,1375,0.33
948,Entry Long,Long,23-11-2023 13:06,336.2,1,1250,0.3,864250,0.07,3250,0.77,1375,0.33
947,Exit Short,Long,23-11-2023 13:06,336.2,1,-2375,-0.57,863000,-0.13,250,0.06,2500,0.6
947,Entry Short,Short,23-11-2023 11:27,334.3,1,-2375,-0.57,863000,-0.13,250,0.06,2500,0.6
946,Exit Long,Close entry(s) order Long,23-11-2023 10:48,334.9,1,-4125,-0.98,865375,-0.22,0,0,4750,1.12
946,Entry Long,Long,22-11-2023 22:36,338.2,1,-4125,-0.98,865375,-0.22,0,0,4750,1.12
945,Exit Short,Long,22-11-2023 22:36,338.2,1,-4125,-0.99,869500,-0.22,4750,1.13,4500,1.07
945,Entry Short,Short,22-11-2023 19:30,334.9,1,-4125,-0.99,869500,-0.22,4750,1.13,4500,1.07
944,Exit Long,Close entry(s) order Long,22-11-2023 19:30,334.9,1,-2500,-0.59,873625,-0.13,0,0,2625,0.62
944,Entry Long,Long,22-11-2023 19:15,336.9,1,-2500,-0.59,873625,-0.13,0,0,2625,0.62
943,Exit Short,Close entry(s) order Short,17-11-2023 10:09,353.2,1,6000,1.34,876125,0.32,11000,2.46,3125,0.7
943,Entry Short,Short,16-11-2023 20:21,358,1,6000,1.34,876125,0.32,11000,2.46,3125,0.7
942,Exit Long,Close entry(s) order Long,16-11-2023 09:39,358.9,1,1500,0.34,870125,0.08,12750,2.85,125,0.03
942,Entry Long,Long,15-11-2023 16:09,357.7,1,1500,0.34,870125,0.08,12750,2.85,125,0.03
941,Exit Short,Close entry(s) order Short,15-11-2023 13:06,354.9,1,-1750,-0.4,868625,-0.09,2625,0.59,2125,0.48
941,Entry Short,Short,15-11-2023 09:03,353.5,1,-1750,-0.4,868625,-0.09,2625,0.59,2125,0.48
940,Exit Long,Close entry(s) order Long,13-11-2023 19:15,359,1,6250,1.41,870375,0.34,12375,2.8,375,0.08
940,Entry Long,Long,13-11-2023 09:03,354,1,6250,1.41,870375,0.34,12375,2.8,375,0.08
939,Exit Short,Close entry(s) order Short,09-11-2023 23:45,351.7,1,5125,1.15,864125,0.28,9625,2.16,2750,0.62
939,Entry Short,Short,09-11-2023 19:18,355.8,1,5125,1.15,864125,0.28,9625,2.16,2750,0.62
938,Exit Long,Close entry(s) order Long,09-11-2023 19:18,355.8,1,-4250,-0.95,859000,-0.23,250,0.06,4500,1
938,Entry Long,Long,09-11-2023 18:51,359.2,1,-4250,-0.95,859000,-0.23,250,0.06,4500,1
937,Exit Short,Close entry(s) order Short,06-11-2023 12:36,378.5,1,-625,-0.13,863250,-0.03,1000,0.21,1375,0.29
937,Entry Short,Short,06-11-2023 09:03,378,1,-625,-0.13,863250,-0.03,1000,0.21,1375,0.29
936,Exit Long,Close entry(s) order Long,03-11-2023 21:27,390.9,1,3750,0.77,863875,0.2,4125,0.85,2375,0.49
936,Entry Long,Long,03-11-2023 18:03,387.9,1,3750,0.77,863875,0.2,4125,0.85,2375,0.49
935,Exit Short,Long,03-11-2023 18:03,387.9,1,-3875,-0.81,860125,-0.21,1500,0.31,3875,0.81
935,Entry Short,Short,03-11-2023 17:33,384.8,1,-3875,-0.81,860125,-0.21,1500,0.31,3875,0.81
934,Exit Long,Close entry(s) order Long,03-11-2023 15:30,391.1,1,3250,0.67,864000,0.17,5375,1.11,125,0.03
934,Entry Long,Long,03-11-2023 09:36,388.5,1,3250,0.67,864000,0.17,5375,1.11,125,0.03
933,Exit Short,Close entry(s) order Short,02-11-2023 19:03,381.8,1,2125,0.44,860750,0.11,5250,1.1,1125,0.23
933,Entry Short,Short,02-11-2023 12:33,383.5,1,2125,0.44,860750,0.11,5250,1.1,1125,0.23
932,Exit Long,Close entry(s) order Long,01-11-2023 11:06,394.2,1,15125,3.17,858625,0.82,19625,4.11,0,0
932,Entry Long,Long,31-10-2023 18:36,382.1,1,15125,3.17,858625,0.82,19625,4.11,0,0
931,Exit Short,Close entry(s) order Short,30-10-2023 18:45,374.4,1,4250,0.9,843500,0.23,5875,1.24,375,0.08
931,Entry Short,Short,30-10-2023 09:03,377.8,1,4250,0.9,843500,0.23,5875,1.24,375,0.08
930,Exit Long,Close entry(s) order Long,24-10-2023 19:54,365.8,1,-4375,-0.95,839250,-0.24,1625,0.35,4750,1.03
930,Entry Long,Long,24-10-2023 17:12,369.3,1,-4375,-0.95,839250,-0.24,1625,0.35,4750,1.03
929,Exit Short,Close entry(s) order Short,19-10-2023 11:39,379.2,1,375,0.08,843625,0.02,1500,0.32,2125,0.45
929,Entry Short,Short,18-10-2023 21:45,379.5,1,375,0.08,843625,0.02,1500,0.32,2125,0.45
928,Exit Long,Close entry(s) order Long,18-10-2023 20:36,383.7,1,1125,0.24,843250,0.06,4125,0.86,2000,0.42
928,Entry Long,Long,18-10-2023 17:51,382.8,1,1125,0.24,843250,0.06,4125,0.86,2000,0.42
927,Exit Short,Close entry(s) order Short,13-10-2023 18:03,397,1,5875,1.17,842125,0.32,8625,1.72,1875,0.37
927,Entry Short,Short,12-10-2023 21:24,401.7,1,5875,1.17,842125,0.32,8625,1.72,1875,0.37
926,Exit Long,Close entry(s) order Long,12-10-2023 21:24,401.7,1,-5875,-1.16,836250,-0.32,0,0,6750,1.33
926,Entry Long,Long,12-10-2023 20:03,406.4,1,-5875,-1.16,836250,-0.32,0,0,6750,1.33
925,Exit Short,Close entry(s) order Short,11-10-2023 22:03,400.9,1,3875,0.77,842125,0.21,15500,3.07,625,0.12
925,Entry Short,Short,11-10-2023 17:21,404,1,3875,0.77,842125,0.21,15500,3.07,625,0.12
924,Exit Long,Close entry(s) order Long,04-10-2023 16:24,370.6,1,3750,0.82,838250,0.2,6125,1.33,1500,0.33
924,Entry Long,Long,03-10-2023 20:42,367.6,1,3750,0.82,838250,0.2,6125,1.33,1500,0.33
923,Exit Short,Close entry(s) order Short,03-10-2023 12:51,361.7,1,-1250,-0.28,834500,-0.07,500,0.11,1500,0.33
923,Entry Short,Short,03-10-2023 09:03,360.7,1,-1250,-0.28,834500,-0.07,500,0.11,1500,0.33
922,Exit Long,Close entry(s) order Long,03-10-2023 09:03,360.7,1,-9500,-2.06,835750,-0.51,1625,0.35,11250,2.44
922,Entry Long,Long,29-09-2023 20:57,368.3,1,-9500,-2.06,835750,-0.51,1625,0.35,11250,2.44
921,Exit Short,Close entry(s) order Short,29-09-2023 20:33,367.3,1,-1625,-0.36,845250,-0.09,6250,1.37,2250,0.49
921,Entry Short,Short,29-09-2023 17:27,366,1,-1625,-0.36,845250,-0.09,6250,1.37,2250,0.49
920,Exit Long,Close entry(s) order Long,27-09-2023 19:03,364.4,1,1875,0.41,846875,0.1,7125,1.57,875,0.19
920,Entry Long,Long,27-09-2023 09:03,362.9,1,1875,0.41,846875,0.1,7125,1.57,875,0.19
919,Exit Long,Close entry(s) order Long,26-09-2023 23:03,360.4,1,-2125,-0.47,845000,-0.12,1500,0.33,3625,0.8
919,Entry Long,Long,26-09-2023 20:09,362.1,1,-2125,-0.47,845000,-0.12,1500,0.33,3625,0.8
918,Exit Short,Close entry(s) order Short,26-09-2023 10:48,361.3,1,-500,-0.11,847125,-0.03,1625,0.36,1625,0.36
918,Entry Short,Short,25-09-2023 22:33,360.9,1,-500,-0.11,847125,-0.03,1625,0.36,1625,0.36
917,Exit Long,Close entry(s) order Long,25-09-2023 22:06,362.6,1,-2125,-0.47,847625,-0.11,125,0.03,3250,0.71
917,Entry Long,Long,25-09-2023 19:57,364.3,1,-2125,-0.47,847625,-0.11,125,0.03,3250,0.71
916,Exit Short,Close entry(s) order Short,20-09-2023 21:27,370.5,1,1125,0.24,849750,0.06,1750,0.38,125,0.03
916,Entry Short,Short,20-09-2023 20:54,371.4,1,1125,0.24,849750,0.06,1750,0.38,125,0.03
915,Exit Long,Close entry(s) order Long,20-09-2023 20:54,371.4,1,-125,-0.03,848625,-0.01,250,0.05,875,0.19
915,Entry Long,Long,20-09-2023 20:42,371.5,1,-125,-0.03,848625,-0.01,250,0.05,875,0.19
914,Exit Short,Long,20-09-2023 20:42,371.5,1,-4750,-1.03,848750,-0.26,0,0,5000,1.09
914,Entry Short,Short,20-09-2023 18:57,367.7,1,-4750,-1.03,848750,-0.26,0,0,5000,1.09
913,Exit Long,Close entry(s) order Long,18-09-2023 23:03,368.6,1,-750,-0.16,853500,-0.04,1875,0.41,1750,0.38
913,Entry Long,Long,18-09-2023 20:03,369.2,1,-750,-0.16,853500,-0.04,1875,0.41,1750,0.38
912,Exit Short,Close entry(s) order Short,15-09-2023 12:36,368,1,1125,0.24,854250,0.06,2125,0.46,1000,0.22
912,Entry Short,Short,14-09-2023 22:15,368.9,1,1125,0.24,854250,0.06,2125,0.46,1000,0.22
911,Exit Long,Close entry(s) order Long,14-09-2023 12:39,368.8,1,-375,-0.08,853125,-0.02,1125,0.24,1000,0.22
911,Entry Long,Long,14-09-2023 09:03,369.1,1,-375,-0.08,853125,-0.02,1125,0.24,1000,0.22
910,Exit Short,Long,14-09-2023 09:03,369.1,1,-6375,-1.4,853500,-0.34,1875,0.41,7500,1.65
910,Entry Short,Short,13-09-2023 22:36,364,1,-6375,-1.4,853500,-0.34,1875,0.41,7500,1.65
909,Exit Long,Close entry(s) order Long,12-09-2023 09:18,360.1,1,2000,0.45,859875,0.11,4375,0.98,1500,0.33
909,Entry Long,Long,11-09-2023 18:06,358.5,1,2000,0.45,859875,0.11,4375,0.98,1500,0.33
908,Exit Short,Close entry(s) order Short,11-09-2023 13:33,356.1,1,-1375,-0.31,857875,-0.07,875,0.2,1375,0.31
908,Entry Short,Short,11-09-2023 09:03,355,1,-1375,-0.31,857875,-0.07,875,0.2,1375,0.31
907,Exit Long,Close entry(s) order Long,07-09-2023 23:24,358.1,1,-1625,-0.36,859250,-0.09,1500,0.33,2500,0.56
907,Entry Long,Long,07-09-2023 20:03,359.4,1,-1625,-0.36,859250,-0.09,1500,0.33,2500,0.56
906,Exit Long,Close entry(s) order Long,01-09-2023 22:06,375.3,1,3000,0.64,860875,0.16,8250,1.77,250,0.05
906,Entry Long,Long,01-09-2023 17:27,372.9,1,3000,0.64,860875,0.16,8250,1.77,250,0.05
905,Exit Short,Long,01-09-2023 17:27,372.9,1,-2875,-0.62,857875,-0.15,500,0.11,3125,0.67
905,Entry Short,Short,01-09-2023 17:00,370.6,1,-2875,-0.62,857875,-0.15,500,0.11,3125,0.67
904,Exit Long,Close entry(s) order Long,01-09-2023 17:00,370.6,1,-1875,-0.4,860750,-0.1,0,0,1875,0.4
904,Entry Long,Long,01-09-2023 16:45,372.1,1,-1875,-0.4,860750,-0.1,0,0,1875,0.4
903,Exit Short,Long,01-09-2023 16:45,372.1,1,-2125,-0.46,862625,-0.11,750,0.16,2125,0.46
903,Entry Short,Short,01-09-2023 15:42,370.4,1,-2125,-0.46,862625,-0.11,750,0.16,2125,0.46
902,Exit Long,Close entry(s) order Long,30-08-2023 19:03,367.7,1,500,0.11,864750,0.03,1625,0.35,250,0.05
902,Entry Long,Long,30-08-2023 18:57,367.3,1,500,0.11,864750,0.03,1625,0.35,250,0.05
901,Exit Short,Long,30-08-2023 18:57,367.3,1,-4500,-0.99,864250,-0.24,1625,0.36,4750,1.04
901,Entry Short,Short,30-08-2023 18:09,363.7,1,-4500,-0.99,864250,-0.24,1625,0.36,4750,1.04
900,Exit Long,Close entry(s) order Long,30-08-2023 18:09,363.7,1,-4000,-0.87,868750,-0.21,1500,0.33,4250,0.93
900,Entry Long,Long,30-08-2023 16:54,366.9,1,-4000,-0.87,868750,-0.21,1500,0.33,4250,0.93
899,Exit Short,Close entry(s) order Short,29-08-2023 19:06,365.7,1,-2375,-0.52,872750,-0.13,2125,0.47,3250,0.71
899,Entry Short,Short,29-08-2023 15:48,363.8,1,-2375,-0.52,872750,-0.13,2125,0.47,3250,0.71
898,Exit Long,Close entry(s) order Long,29-08-2023 15:48,363.8,1,-2125,-0.47,875125,-0.11,1500,0.33,2125,0.47
898,Entry Long,Long,29-08-2023 13:15,365.5,1,-2125,-0.47,875125,-0.11,1500,0.33,2125,0.47
897,Exit Short,Close entry(s) order Short,29-08-2023 12:54,365.2,1,-3000,-0.66,877250,-0.16,625,0.14,3250,0.72
897,Entry Short,Short,29-08-2023 09:03,362.8,1,-3000,-0.66,877250,-0.16,625,0.14,3250,0.72
896,Exit Long,Close entry(s) order Long,28-08-2023 12:39,367.6,1,8000,1.77,880250,0.43,11250,2.49,1500,0.33
896,Entry Long,Long,25-08-2023 20:15,361.2,1,8000,1.77,880250,0.43,11250,2.49,1500,0.33
895,Exit Short,Long,25-08-2023 20:15,361.2,1,-3625,-0.81,872250,-0.19,1750,0.39,3750,0.84
895,Entry Short,Short,25-08-2023 19:06,358.3,1,-3625,-0.81,872250,-0.19,1750,0.39,3750,0.84
894,Exit Long,Close entry(s) order Long,25-08-2023 16:57,361.2,1,0,0,875875,0,2125,0.47,750,0.17
